ReferredaFriend,NumberofReferrals,Tenure,PhoneService,AvLongDistCharges,MultipleLines,InternetService,AvgGBdownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,PaperlessBilling,MonthlyCharges,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistCharges,TotalRevenue,gender,SeniorCitizen,Partner,Dependents,OfferNone,OfferOfferA,OfferOfferB,OfferOfferC,OfferOfferD,OfferOfferE,InternetTypeCable,InternetTypeDSL,InternetTypeFiberOptic,InternetTypeNone,ContractMonth-to-Month,ContractOneYear,ContractTwoYear,PaymentMethodBankWithdrawal,PaymentMethodCreditCard,PaymentMethodMailedCheck,Churn
1,2.015381756148388,-0.7899965473486004,1,0.33605495230823484,0,1,1.7379508122726952,0,1,1,1,0,0,0,1,0,-0.09843463292876686,-0.6753049579271787,-0.24831296685183657,-0.27330037394865414,-0.45257416257883454,-0.6695735782336985,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.178757540422894,0,-1.4863034173810314,0,1,-0.9068403945438445,0,0,1,1,0,0,0,1,1,-0.9642308700153169,-0.582059395168232,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.7235526146043141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1.3489341796264218,-0.09725900616613313,1,1.5699501752665803,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3181936310507012,-0.6578958833846305,1.701813075090806,-0.27330037394865414,0.7880944728832614,-0.2945684900589445,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,-1.0752414172472633,1,-0.35145644684274224,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.502653098069141,-0.94956959235541,-0.24831296685183657,-0.27330037394865414,-0.7605944987234061,-0.9775211011480407,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0.34926281484347255,-0.8307458144769808,1,0.13795844746812283,1,1,-0.17217617042813899,1,0,1,0,1,1,1,1,0,0.46823814412788106,-0.619414988578288,-0.24831296685183657,-0.27330037394865414,-0.5291983110840244,-0.648009886885644,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.0752414172472633,1,0.3121021069517509,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.9570495369307254,-0.24831296685183657,-0.27330037394865414,-0.687950978867245,-0.9619713690412777,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,-0.31718476167849363,1.451213144712323,1,-0.9768199229066256,1,1,-0.8088851646617503,1,1,0,0,0,0,0,1,1,0.6626683931473177,1.513935811448098,-0.24831296685183657,-0.27330037394865414,-0.25270408136158196,1.1210574804606266,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,-0.31718476167849363,0.7177263364014754,1,1.1614570558087018,1,1,-0.6129747048975622,1,0,1,0,1,1,1,1,1,1.3390197722149297,1.27221665857913,-0.24831296685183657,-0.27330037394865414,1.5307120490388475,1.456865376366256,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,2.348605544409371,1.2882160761988013,1,-0.4291413507016099,1,1,-0.5150194750154682,1,0,1,1,1,1,0,1,1,1.5567151792366918,2.1264307420268005,-0.24831296685183657,-0.27330037394865414,0.3496583476765961,1.7835039914089297,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,2.6818293326703544,1.2067175419420404,1,-0.5113578739522445,1,1,3.011368800739918,0,0,1,0,1,1,1,1,1,1.2160467942026365,1.7141291363207722,-0.24831296685183657,-0.27330037394865414,0.21807317512413518,1.4185128609029307,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,-0.31718476167849363,-0.5455009445783178,1,1.4508333226829833,1,1,1.5420403525085071,0,1,0,0,0,1,1,1,1,0.8089065291619363,-0.2910696929285285,-0.24831296685183657,-0.27330037394865414,0.13339327368530268,-0.19251268375823777,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,1.4919624118407036,1,-0.3378615886674406,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.5109620830699715,-0.36736954054339765,-0.24831296685183657,-0.27330037394865414,0.5610214605719048,-0.1264987481049915,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.6677487459634591,1,1.6502245759207435,0,1,1.8848836570958363,0,0,0,1,0,0,0,1,1,-0.5088984919697991,-0.6537256487983926,-0.24831296685183657,-0.27330037394865414,0.030830073211961708,-0.5096609011357512,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,0.8807234049149971,1,-0.9917095294795751,1,1,-0.8578627796027974,0,1,0,0,0,0,0,1,1,0.5014740841312035,0.8948876550910216,-0.24831296685183657,-0.27330037394865414,-0.39751864289597805,0.5886318608050364,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.38250387606479613,0,-1.4863034173810314,0,1,-0.9068403945438445,0,0,0,0,0,1,1,1,1,-1.0007904040189717,-0.6672072008205687,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.790899883066715,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,0.9622219391717579,1,0.8177013562332136,0,1,2.3746598065063065,0,1,0,0,0,0,1,1,1,0.3020584441112687,0.7998327842047126,-0.24831296685183657,-0.27330037394865414,1.4693371337262273,1.0650993872764232,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.178757540422894,1,0.3354075781094111,1,1,-0.5150194750154682,0,0,1,1,1,1,0,1,1,1.2808568772091153,0.2693083376888321,-0.24831296685183657,-0.27330037394865414,0.045854879270016406,0.22484840870732914,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.26025607467965484,1,-0.5605583130628606,1,1,-0.025243325604997886,0,0,0,0,0,1,1,1,1,0.6377414381448259,-0.011553651984294077,-0.24831296685183657,-0.27330037394865414,-0.4456641692266631,-0.14254062661513373,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,1.2474668090704208,1,-0.3177929885038997,1,1,-0.46604186007442117,1,1,1,1,0,0,0,0,0,0.22395398510346112,1.0131766901006556,-0.24831296685183657,2.515189223742281,0.45836376446297866,0.9595357289516315,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-0.4997051383734144,0,1,-0.31910901525128005,0,0,0,0,0,0,0,1,0,-0.6534748309842519,-0.9864176969004741,-0.24831296685183657,-0.27330037394865414,-0.8668312170301238,-1.0380585991636861,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0,-0.6504085499394767,-1.1159906843756437,1,1.652814072716039,1,1,3.1583016455630593,0,0,0,0,1,0,0,1,1,0.6394032351449919,-0.8188801772533654,-0.24831296685183657,-0.27330037394865414,-0.5984518000135647,-0.8262401833093586,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,-0.31718476167849363,-1.1567399515040242,1,1.2410840822640412,0,1,1.5420403525085071,0,0,0,0,0,0,0,1,0,-0.6235624849812617,-0.9261809750992616,-0.24831296685183657,-0.27330037394865414,-0.6857775792487841,-0.9369137872692344,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.238238485760785,1,0.20010637055521688,0,1,-0.9068403945438445,0,0,1,0,1,1,1,1,0,1.003336778181373,-0.9277255064274978,-0.24831296685183657,-0.27330037394865414,-0.8232923529342197,-0.9787706643566202,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,2.6818293326703544,-0.2195068075512744,1,-0.9030192642407014,0,1,-0.7599075497207033,1,0,0,0,0,0,0,1,0,-0.533825446972291,-0.3789093960386483,-0.24831296685183657,-0.27330037394865414,-0.5974832197488159,-0.47796108811810295,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.0344921501188828,1,0.24606993867171353,0,1,1.2481746628622248,0,0,0,0,0,0,0,1,1,-0.6684310039857471,-0.8640025567711235,-0.24831296685183657,-0.27330037394865414,-0.6635711048862503,-0.8811720988865164,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-1.238238485760785,0,-1.4863034173810314,0,1,-0.36808663019232707,0,0,1,0,0,0,0,1,1,-1.1420431490330922,-0.9716122608826668,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0316676767198067,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.5862502117066982,1,1.578366039851291,1,1,-0.6619523198386092,1,1,0,0,0,0,0,1,1,-0.2114368289400632,-0.5805148638399958,-0.24831296685183657,-0.27330037394865414,0.12168762682717985,-0.424907007753838,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,1.4919624118407036,1,-0.9386248451760156,1,1,0.023734289336049142,0,0,0,1,1,1,1,1,1,1.1495749141959914,2.0193947209800305,-0.24831296685183657,-0.27330037394865414,-0.19532160665243867,1.5378042625219754,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.38250387606479613,0,-1.4863034173810314,0,1,-0.31910901525128005,0,0,0,0,1,1,1,0,1,-0.6584602219847502,-0.5664154992865252,3.021723173563341,1.3201222533033088,-0.884832635609114,-0.7062367400854247,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.8307458144769808,1,-0.5877480294134642,1,1,-0.6129747048975622,0,0,0,0,1,1,1,1,0,0.9900424021800438,-0.48843873194385673,-0.24831296685183657,-0.27330037394865414,-0.6880927223206227,-0.5913676752967433,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,1.3489341796264218,-0.3417546089364157,1,0.8351804596014585,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.7932630219379048,-0.24831296685183657,-0.27330037394865414,0.131751412017009,-0.5902053720887629,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,-0.6504085499394767,-0.2195068075512744,1,1.081830029353363,0,1,1.8848836570958363,0,1,0,0,0,0,0,1,1,0.37683930911874425,-0.08251383415011794,3.565885534390944,-0.27330037394865414,0.380333993378458,0.03489385860311678,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,0.22873513086091027,1,1.3097057473393738,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.477726143066649,-0.6784160853169117,-0.24831296685183657,-0.27330037394865414,1.0537689523311926,-0.22691406639443482,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,0.4324814665028124,1,0.7147688586202139,0,1,-0.46604186007442117,1,0,0,0,0,0,0,1,1,0.3469269631157543,0.4052050298403587,-0.24831296685183657,-0.27330037394865414,0.8420751047113356,0.5676161622607443,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0.6824866031044556,0.7992248706582362,0,-1.4863034173810314,0,1,-0.6129747048975622,1,0,1,0,0,0,0,1,0,-0.9742016520163136,-0.14184590188764926,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.3753677602137056,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-1.1347792274196562,1,1,-0.12319855548709195,0,0,0,0,0,1,1,1,1,0.7258166791536301,-0.9681039682942447,-0.24831296685183657,-0.27330037394865414,-0.8784187443437651,-1.0269975214877418,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,0.34926281484347255,1.0029712063001384,1,-0.6926226496229354,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.44497120742063745,-0.24831296685183657,-0.27330037394865414,-0.059389634863056026,-0.37120720338513963,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.1974892186324047,1,-0.16760217437675587,0,1,-0.17217617042813899,0,0,0,0,0,0,0,1,0,-0.641842251983089,-0.9437886322411545,-0.24831296685183657,-0.27330037394865414,-0.8126497819764308,-0.9883308700222597,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,-0.31718476167849363,-0.6269994788350787,1,-0.3398037112639121,1,1,-0.36808663019232707,0,0,0,0,1,1,1,1,1,0.9235705221733989,-0.33771453904126236,-0.24831296685183657,-0.27330037394865414,-0.5292101230384725,-0.42520369175587497,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,1.0157103913654388,0.22873513086091027,0,-1.4863034173810314,0,1,0.21964474910023726,1,1,0,1,1,1,1,1,1,-0.1582593249347472,-0.038472626562125314,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.29360513965233026,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.31718476167849363,1.6142102132258447,1,0.5742886574754285,1,1,-0.31910901525128005,1,1,1,1,1,1,1,1,1,1.7312038642541347,2.734843696952308,-0.24831296685183657,-0.27330037394865414,1.8221838370015524,2.699852671300504,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,0.4324814665028124,1,1.7272621055807869,1,1,0.31759997898233133,0,1,0,0,1,1,1,1,1,1.217708591202803,0.9918621577709956,-0.24831296685183657,-0.27330037394865414,1.6364526652587426,1.2663663238583054,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,0.7177263364014754,1,1.1569254364169346,0,1,0.023734289336049142,1,1,0,1,0,1,1,1,1,0.9551446651765553,1.0887263367846671,-0.24831296685183657,-0.27330037394865414,1.5265778649819928,1.310512903361412,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,-0.31718476167849363,0.14723659660414942,1,0.10235286653280852,1,1,-0.7599075497207033,0,0,0,0,0,1,1,1,1,0.6809481601491449,0.3761457761362574,-0.24831296685183657,-0.27330037394865414,0.1586826681588054,0.34269129431642864,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,1.1252190076852797,1,-0.005111250471958171,0,1,1.346129892744319,1,0,1,1,1,1,1,1,1,1.3356961782145975,1.745924416949178,-0.24831296685183657,-0.27330037394865414,0.7367124710337815,1.5969176773278435,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.6824866031044556,1.2067175419420404,1,-0.9094930062289404,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.3663857440555187,-0.38111586936470004,-0.24831296685183657,-0.27330037394865414,-0.2323166479840642,-0.3718005713892136,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.6504085499394767,0.35098293224605154,1,1.0345717128392182,0,1,0.36657759392337835,0,0,0,0,0,0,0,1,0,-0.6501512369839195,-0.1934994424505205,-0.24831296685183657,-0.27330037394865414,1.0009931398568304,0.14103343293186238,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0.6824866031044556,1.451213144712323,1,-0.7133386239853,0,1,-0.8578627796027974,1,1,1,0,0,1,1,1,0,0.20567421810163386,1.0860565040601444,-0.24831296685183657,-0.27330037394865414,0.0742035699455915,0.8792286052002495,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.31718476167849363,-1.2789877528891656,1,-0.266650426796812,0,1,-0.07422094054604492,0,0,0,0,0,0,0,1,1,0.2073360151017999,-0.9749881650715261,-0.24831296685183657,-0.27330037394865414,-0.8625789134287875,-1.02776191909299,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,1.4919624118407036,1,-1.3665391905986106,1,1,-0.36808663019232707,0,0,1,1,1,1,1,1,0,1.304122035211441,2.095319468129471,-0.24831296685183657,-0.27330037394865414,-0.734053037078399,1.4386629402412794,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-0.19284976813088783,0,1,-0.7599075497207033,0,0,0,0,0,1,1,1,1,0.4815325201292102,-0.9713474840835407,-0.24831296685183657,-0.27330037394865414,-0.8612323506216977,-1.0244844334704872,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,1.682157967887405,1.6142102132258447,1,0.36453941705648635,1,1,1.8359060421547893,0,1,0,0,1,1,1,1,1,1.0947356131905097,2.0252418752940677,-0.24831296685183657,-0.27330037394865414,1.546634563634962,2.0571722956879137,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,-0.6504085499394767,-1.0344921501188828,1,-0.267297800995636,1,1,0.2686223640412843,0,0,0,0,0,1,1,1,1,0.6792863631489789,-0.7404179857789656,-0.24831296685183657,-0.27330037394865414,-0.7291392640279658,-0.8027986567484109,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,-0.9529936158621221,1,0.4363979531259387,1,1,-0.17217617042813899,0,0,0,0,0,1,1,1,1,0.6161380771426661,-0.6518280817379881,-0.24831296685183657,-0.27330037394865414,-0.5690990932098963,-0.6854374463426185,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,-0.31718476167849363,0.7177263364014754,1,0.41891884975769356,1,1,-0.31910901525128005,1,1,0,1,1,1,1,1,0,1.4553455622265583,1.4696518917942394,-0.24831296685183657,-0.27330037394865414,0.8532964614370842,1.4128514320640597,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1,1.682157967887405,1.5734609460974642,1,1.659287814704278,1,1,-0.270131400310233,1,1,0,0,1,0,0,1,0,0.14751132309581955,1.1924305831090989,-0.24831296685183657,-0.27330037394865414,3.1901617175058763,1.8841217528997627,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-0.8307458144769808,0,-1.4863034173810314,0,1,-0.7109299347796563,0,1,0,1,0,0,0,1,0,-1.0223937650211312,-0.8110692616791422,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.9046869238479673,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-1.4034395199315728,0,1,0.31759997898233133,0,1,0,0,0,0,0,1,0,-0.46402997296531395,-0.983902317308775,-0.24831296685183657,-0.27330037394865414,-0.8833207054397499,-1.0409416695834812,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.7899965473486004,1,-0.24528707823562332,0,1,1.8848836570958363,1,0,0,0,0,0,1,1,1,-0.4208232509609946,-0.7103658190781408,-0.24831296685183657,-0.27330037394865414,-0.590466918806611,-0.7380517363038638,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1.0157103913654388,0.35098293224605154,1,-0.4492099508651506,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.4876969250676457,-0.6180690398493965,-0.24831296685183657,-0.27330037394865414,-0.10899984354531245,-0.522777824425811,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,0.7584756035298558,1,1.3485481992688078,1,1,3.011368800739918,0,1,1,1,1,1,1,1,1,1.5533915852363596,1.5104937130594573,-0.24831296685183657,-0.27330037394865414,1.7531193393431823,1.7110502677114685,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,-0.31718476167849363,0.2694843979892907,1,0.6662157937084218,1,1,0.2686223640412843,0,1,1,0,1,1,1,1,1,1.3589613362169235,0.884539295191839,-0.24831296685183657,-0.27330037394865414,0.6468825574555529,0.8890645524677824,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.238238485760785,1,1.0708246679733566,0,1,0.2686223640412843,0,0,0,0,0,0,0,1,1,-0.6484894399837535,-0.973576022142853,-0.24831296685183657,-0.27330037394865414,-0.7915181954686793,-1.0056467445411492,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,1.6142102132258447,1,0.12889520868458826,1,1,-0.36808663019232707,1,1,1,1,1,1,1,1,0,1.651437608246161,2.568409413968225,-0.24831296685183657,-0.27330037394865414,1.2370668614576823,2.395311778809552,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,1.0578771839968786,0,1,0.2686223640412843,1,0,0,0,0,0,0,1,0,-0.44907379996381874,-0.9837037347094304,-0.24831296685183657,-0.27330037394865414,-0.8384116546278597,-1.0275141006912885,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-0.015760471909372284,1,-0.38965152457335206,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.6988259635828902,-0.24831296685183657,-0.27330037394865414,-0.24453020888345772,-0.6267009947393388,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,-0.31718476167849363,-0.7899965473486004,1,1.3336585926958584,1,1,1.5420403525085071,0,1,1,0,1,0,0,1,0,0.9750862291785486,-0.4698822912717616,-0.24831296685183657,-0.27330037394865414,-0.2159452791189196,-0.43717227343805026,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,-0.31718476167849363,-0.26025607467965484,1,-0.49128927378870385,0,1,-0.46604186007442117,0,0,0,0,1,1,1,1,1,0.8654076271675846,0.03592965399233954,-0.24831296685183657,-0.27330037394865414,-0.4128033119518923,-0.0952736294906024,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.8307458144769808,1,-1.3199282482832904,0,1,0.21964474910023726,0,1,0,0,0,1,1,1,1,0.6593447991469852,-0.5573689586497131,-0.24831296685183657,-0.27330037394865414,-0.8484045680909998,-0.6932594327963236,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.7899965473486004,1,-1.086226162507864,0,1,1.8848836570958363,0,0,0,0,0,0,0,0,0,-0.6634456129852487,-0.7595481095158341,4.496023523247429,3.3119005373682624,-0.7899353935726262,-0.8175665392498059,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
